"","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Ability_1","Ability_2","Ability_3","Ability_4","Ability_5","Ability_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Grotle",388,"Grove Pokémon","IV","Sinnoh",0,"Grass","None","Overgrow"," Shell Armor",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1.1,97,89,85,55,65,36,5120,1059860,70,405,45
"Torterra",389,"Continent Pokémon","IV","Sinnoh",0,"Grass","Ground","Overgrow"," Shell Armor",NA,NA,NA,NA,2,1,1,0,1,1,2,2,1,1,0.5,4,1,1,1,0.5,1,1,95,2.2,310,109,105,75,85,56,5120,1059860,70,525,45
"Chimchar",390,"Chimp Pokémon","IV","Sinnoh",0,"Fire","None","Blaze"," Iron Fist",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,44,0.5,6.2,58,44,58,44,61,5120,1059860,70,309,45
"Monferno",391,"Playful Pokémon","IV","Sinnoh",0,"Fire","Fighting","Blaze"," Iron Fist",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,64,0.9,22,78,52,78,52,81,5120,1059860,70,405,45
"Infernape",392,"Flame Pokémon","IV","Sinnoh",0,"Fire","Fighting","Blaze"," Iron Fist",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,76,1.2,55,104,71,104,71,108,5120,1059860,70,534,45
"Piplup",393,"Penguin Pokémon","IV","Sinnoh",0,"Water","None","Torrent"," Defiant",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,0.4,5.2,51,53,61,56,40,5120,1059860,70,314,45
"Prinplup",394,"Penguin Pokémon","IV","Sinnoh",0,"Water","None","Torrent"," Defiant",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,64,0.8,23,66,68,81,76,50,5120,1059860,70,405,45
"Empoleon",395,"Emperor Pokémon","IV","Sinnoh",0,"Water","Steel","Torrent"," Defiant",NA,NA,NA,NA,0.5,1,0.5,2,0.5,2,1,0.5,1,1,2,0.25,0.5,0,0.5,0.5,0.25,0.5,84,1.7,84.5,86,88,111,101,60,5120,1059860,70,530,45
"Starly",396,"Starling Pokémon","IV","Sinnoh",0,"Normal","Flying","Keen Eye"," Reckless",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,40,0.3,2,55,30,30,30,60,3840,1059860,70,245,255
"Staravia",397,"Starling Pokémon","IV","Sinnoh",0,"Normal","Flying","Intimidate"," Reckless",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,0.6,15.5,75,50,40,40,80,3840,1059860,70,340,120
"Staraptor",398,"Predator Pokémon","IV","Sinnoh",0,"Normal","Flying","Intimidate"," Reckless",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,1.2,24.9,120,70,50,60,100,3840,1059860,70,485,45
"Bidoof",399,"Plump Mouse Pokémon","IV","Sinnoh",0,"Normal","None","Simple"," Unaware"," Moody",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,59,0.5,20,45,40,35,40,31,3840,1000000,70,250,255
"Bibarel",400,"Beaver Pokémon","IV","Sinnoh",0,"Normal","Water","Simple"," Unaware"," Moody",NA,NA,NA,1,1,1,2,1,2,0.5,1,0,2,1,0.5,1,1,1,1,0.5,0.5,79,1,31.5,85,60,55,60,71,3840,1000000,70,410,127
"Kricketot",401,"Cricket Pokémon","IV","Sinnoh",0,"Bug","None","Shed Skin"," Run Away",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,37,0.3,2.2,25,41,25,41,25,3840,1059860,70,194,255
"Kricketune",402,"Cricket Pokémon","IV","Sinnoh",0,"Bug","None","Swarm"," Technician",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,77,1,25.5,85,51,55,51,65,3840,1059860,70,384,45
"Shinx",403,"Flash Pokémon","IV","Sinnoh",0,"Electric","None","Rivalry"," Intimidate"," Guts",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,0.5,9.5,65,34,40,34,45,5120,1059860,70,263,235
"Luxio",404,"Spark Pokémon","IV","Sinnoh",0,"Electric","None","Rivalry"," Intimidate"," Guts",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,0.9,30.5,85,49,60,49,60,5120,1059860,100,363,120
"Luxray",405,"Gleam Eyes Pokémon","IV","Sinnoh",0,"Electric","None","Rivalry"," Intimidate"," Guts",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,80,1.4,42,120,79,95,79,70,5120,1059860,70,523,45
"Budew",406,"Bud Pokémon","IV","Sinnoh",0,"Grass","Poison","Natural Cure"," Poison Point"," Leaf Guard",NA,NA,NA,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,40,0.2,1.2,30,35,50,70,55,5120,1059860,70,280,255
"Roserade",407,"Bouquet Pokémon","IV","Sinnoh",0,"Grass","Poison","Natural Cure"," Poison Point"," Technician",NA,NA,NA,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,60,0.9,14.5,70,65,125,105,90,5120,1059860,70,515,75
"Cranidos",408,"Head Butt Pokémon","IV","Sinnoh",0,"Rock","None","Mold Breaker"," Sheer Force",NA,NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,67,0.9,31.5,125,40,30,30,58,7680,600000,70,350,45
"Rampardos",409,"Head Butt Pokémon","IV","Sinnoh",0,"Rock","None","Mold Breaker"," Sheer Force",NA,NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,97,1.6,102.5,165,60,65,50,58,7680,600000,70,495,45
"Shieldon",410,"Shield Pokémon","IV","Sinnoh",0,"Rock","Steel","Sturdy"," Soundproof",NA,NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,30,0.5,57,42,118,42,88,30,7680,600000,70,350,45
"Bastiodon",411,"Shield Pokémon","IV","Sinnoh",0,"Rock","Steel","Sturdy"," Soundproof",NA,NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,1.3,149.5,52,168,47,138,30,7680,600000,70,495,45
"Burmy",412,"Bagworm Pokémon","IV","Sinnoh",0,"Bug","None","Shed Skin"," Overcoat",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,40,0.2,3.4,29,45,29,45,36,3840,1000000,70,224,120
"Wormadam",413,"Bagworm Pokémon","IV","Sinnoh",0,"Bug","Grass","Anticipation"," Overcoat",NA,NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,60,0.5,6.5,69,95,69,95,36,3840,1000000,70,424,45
"Mothim",414,"Moth Pokémon","IV","Sinnoh",0,"Bug","Flying","Swarm"," Tinted Lens",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,0.9,23.3,94,50,94,50,66,3840,1000000,70,424,45
"Combee",415,"Tiny Bee Pokémon","IV","Sinnoh",0,"Bug","Flying","Honey Gather"," Hustle",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,30,0.3,5.5,30,42,30,42,70,3840,1059860,70,244,120
"Vespiquen",416,"Beehive Pokémon","IV","Sinnoh",0,"Bug","Flying","Pressure"," Unnerve",NA,NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,1.2,38.5,80,102,80,102,40,3840,1059860,70,474,45
"Pachirisu",417,"EleSquirrel Pokémon","IV","Sinnoh",0,"Electric","None","Run Away"," Pickup"," Volt Absorb",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,0.4,3.9,45,70,45,90,95,2560,1000000,100,405,200
"Buizel",418,"Sea Weasel Pokémon","IV","Sinnoh",0,"Water","None","Swift Swim"," Water Veil",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,0.7,29.5,65,35,60,30,85,5120,1000000,70,330,190
"Floatzel",419,"Sea Weasel Pokémon","IV","Sinnoh",0,"Water","None","Swift Swim"," Water Veil",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,85,1.1,33.5,105,55,85,50,115,5120,1000000,70,495,75
"Cherubi",420,"Cherry Pokémon","IV","Sinnoh",0,"Grass","None","Chlorophyll",NA,NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,0.4,3.3,35,45,62,53,35,5120,1000000,70,275,190
"Cherrim",421,"Blossom Pokémon","IV","Sinnoh",0,"Grass","None","Flower Gift",NA,NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,0.5,9.3,60,70,87,78,85,5120,1000000,70,450,75
"Shellos",422,"Sea Slug Pokémon","IV","Sinnoh",0,"Water","None","Sticky Hold"," Storm Drain"," Sand Force",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,76,0.3,6.3,48,48,57,62,34,5120,1000000,70,325,190
"Gastrodon",423,"Sea Slug Pokémon","IV","Sinnoh",0,"Water","Ground","Sticky Hold"," Storm Drain"," Sand Force",NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,111,0.9,29.9,83,68,92,82,39,5120,1000000,70,475,75
"Ambipom",424,"Long Tail Pokémon","IV","Sinnoh",0,"Normal","None","Technician"," Pickup"," Skill Link",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,1.2,20.3,100,66,60,66,115,5120,800000,100,482,45
"Drifloon",425,"Balloon Pokémon","IV","Sinnoh",0,"Ghost","Flying","Aftermath"," Unburden"," Flare Boost",NA,NA,NA,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,90,0.4,1.2,50,34,60,44,70,7680,1640000,70,348,125
"Drifblim",426,"Blimp Pokémon","IV","Sinnoh",0,"Ghost","Flying","Aftermath"," Unburden"," Flare Boost",NA,NA,NA,0.25,2,1,2,1,0,1,1,2,0.5,0,2,0,0.5,1,2,1,1,150,1.2,15,80,44,90,54,80,7680,1640000,70,498,60
"Buneary",427,"Rabbit Pokémon","IV","Sinnoh",0,"Normal","None","Run Away"," Klutz"," Limber",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,0.4,5.5,66,44,44,56,85,5120,1000000,0,350,190
"Lopunny",428,"Rabbit Pokémon","IV","Sinnoh",0,"Normal","None","Cute Charm"," Klutz"," Limber",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,1.2,33.3,136,94,54,96,135,5120,1000000,140,580,60
"Mismagius",429,"Magical Pokémon","IV","Sinnoh",0,"Ghost","None","Levitate",NA,NA,NA,NA,NA,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,60,0.9,4.4,60,60,105,105,105,6400,800000,35,495,45
"Honchkrow",430,"Big Boss Pokémon","IV","Sinnoh",0,"Dark","Flying","Insomnia"," Super Luck"," Moxie",NA,NA,NA,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,100,0.9,27.3,125,52,105,52,71,5120,1059860,35,505,30
"Glameow",431,"Catty Pokémon","IV","Sinnoh",0,"Normal","None","Limber"," Own Tempo"," Keen Eye",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,49,0.5,3.9,55,42,42,37,85,5120,800000,70,310,190
"Purugly",432,"Tiger Cat Pokémon","IV","Sinnoh",0,"Normal","None","Thick Fat"," Own Tempo"," Defiant",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,1,43.8,82,64,64,59,112,5120,800000,70,452,75
"Chingling",433,"Bell Pokémon","IV","Sinnoh",0,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,0.2,0.6,30,50,65,50,45,6400,800000,70,285,120
"Stunky",434,"Skunk Pokémon","IV","Sinnoh",0,"Poison","Dark","Stench"," Aftermath"," Keen Eye",NA,NA,NA,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,63,0.4,19.2,63,47,41,41,74,5120,1000000,70,329,225
"Skuntank",435,"Skunk Pokémon","IV","Sinnoh",0,"Poison","Dark","Stench"," Aftermath"," Keen Eye",NA,NA,NA,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,103,1,38,93,67,71,61,84,5120,1000000,70,479,60
"Bronzor",436,"Bronze Pokémon","IV","Sinnoh",0,"Steel","Psychic","Levitate"," Heatproof"," Heavy Metal",NA,NA,NA,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,57,0.5,60.5,24,86,24,86,23,5120,1000000,70,300,255
"Bronzong",437,"Bronze Bell Pokémon","IV","Sinnoh",0,"Steel","Psychic","Levitate"," Heatproof"," Heavy Metal",NA,NA,NA,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,67,1.3,187,89,116,79,116,33,5120,1000000,70,500,90
"Bonsly",438,"Bonsai Pokémon","IV","Sinnoh",0,"Rock","None","Sturdy"," Rock Head"," Rattled",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,50,0.5,15,80,95,10,45,10,5120,1000000,70,290,255
"Mime Jr.",439,"Mime Pokémon","IV","Sinnoh",0,"Psychic","Fairy","Soundproof"," Filter"," Technician",NA,NA,NA,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,20,0.6,13,25,45,70,90,60,6400,1000000,70,310,145
"Happiny",440,"Playhouse Pokémon","IV","Sinnoh",0,"Normal","None","Natural Cure"," Serene Grace"," Friend Guard",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,100,0.6,24.4,5,5,15,65,30,10240,800000,140,220,130
"Chatot",441,"Music Note Pokémon","IV","Sinnoh",0,"Normal","Flying","Keen Eye"," Tangled Feet"," Big Pecks",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,76,0.5,1.9,65,45,92,42,91,5120,1059860,35,411,30
"Spiritomb",442,"Forbidden Pokémon","IV","Sinnoh",0,"Ghost","Dark","Pressure"," Infiltrator",NA,NA,NA,NA,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,50,1,108,92,108,92,108,35,7680,1000000,70,485,100
"Gible",443,"Land Shark Pokémon","IV","Sinnoh",0,"Dragon","Ground","Sand Veil"," Rough Skin",NA,NA,NA,NA,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,58,0.7,20.5,70,45,40,45,42,10240,1250000,70,300,45
"Gabite",444,"Cave Pokémon","IV","Sinnoh",0,"Dragon","Ground","Sand Veil"," Rough Skin",NA,NA,NA,NA,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,68,1.4,56,90,65,50,55,82,10240,1250000,70,410,45
"Garchomp",445,"Mach Pokémon","IV","Sinnoh",0,"Dragon","Ground","Sand Veil"," Rough Skin",NA,NA,NA,NA,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,108,1.9,95,170,115,120,95,92,10240,1250000,70,700,45
"Munchlax",446,"Big Eater Pokémon","IV","Sinnoh",0,"Normal","None","Pickup"," Thick Fat"," Gluttony",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,135,0.6,105,85,40,40,85,5,10240,1250000,70,390,50
"Riolu",447,"Emanation Pokémon","IV","Sinnoh",0,"Fighting","None","Steadfast"," Inner Focus"," Prankster",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,40,0.7,20.2,70,40,35,40,60,6400,1059860,70,285,75
"Lucario",448,"Aura Pokémon","IV","Sinnoh",0,"Fighting","Steel","Steadfast"," Inner Focus"," Justified",NA,NA,NA,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,70,1.2,54,145,88,140,70,112,6400,1059860,70,625,45
"Hippopotas",449,"Hippo Pokémon","IV","Sinnoh",0,"Ground","None","Sand Stream"," Sand Force",NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,68,0.8,49.5,72,78,38,42,32,7680,1250000,70,330,140
"Hippowdon",450,"Heavyweight Pokémon","IV","Sinnoh",0,"Ground","None","Sand Stream"," Sand Force",NA,NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,108,2,300,112,118,68,72,47,7680,1250000,70,525,60
"Skorupi",451,"Scorpion Pokémon","IV","Sinnoh",0,"Poison","Bug","Battle Armor"," Sniper"," Keen Eye",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,40,0.8,12,50,90,30,55,65,5120,1250000,70,330,120
"Drapion",452,"Ogre Scorp Pokémon","IV","Sinnoh",0,"Poison","Dark","Battle Armor"," Sniper"," Keen Eye",NA,NA,NA,1,0.5,1,1,1,1,1,1,0.5,0.5,2,1,1,0.5,0,1,1,1,70,1.3,61.5,90,110,60,75,95,5120,1250000,70,500,45
"Croagunk",453,"Toxic Mouth Pokémon","IV","Sinnoh",0,"Poison","Fighting","Anticipation"," Dry Skin"," Poison Touch",NA,NA,NA,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,48,0.7,23,61,40,61,40,50,2560,1000000,100,300,140
"Toxicroak",454,"Toxic Mouth Pokémon","IV","Sinnoh",0,"Poison","Fighting","Anticipation"," Dry Skin"," Poison Touch",NA,NA,NA,0.25,0.5,1,1,1,0.5,1,2,1,0.5,2,1,1,0.5,4,0.5,1,1,83,1.3,44.4,106,65,86,65,85,5120,1000000,70,490,75
"Carnivine",455,"Bug Catcher Pokémon","IV","Sinnoh",0,"Grass","None","Levitate",NA,NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,74,1.4,27,100,72,90,72,46,6400,1250000,70,454,200
"Finneon",456,"Wing Fish Pokémon","IV","Sinnoh",0,"Water","None","Swift Swim"," Storm Drain"," Water Veil",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,49,0.4,7,49,56,49,61,66,5120,600000,70,330,190
"Lumineon",457,"Neon Pokémon","IV","Sinnoh",0,"Water","None","Swift Swim"," Storm Drain"," Water Veil",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,1.2,24,69,76,69,86,91,5120,600000,70,460,75
"Mantyke",458,"Kite Pokémon","IV","Sinnoh",0,"Water","Flying","Swift Swim"," Water Absorb"," Water Veil",NA,NA,NA,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,45,1,65,20,50,60,120,50,6400,1250000,70,345,25
"Snover",459,"Frosted Tree Pokémon","IV","Sinnoh",0,"Grass","Ice","Snow Warning"," Soundproof",NA,NA,NA,NA,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,60,1,50.5,62,50,62,60,40,5120,1250000,70,334,120
"Abomasnow",460,"Frosted Tree Pokémon","IV","Sinnoh",0,"Grass","Ice","Snow Warning"," Soundproof",NA,NA,NA,NA,2,1,1,0.5,1,2,4,2,1,0.5,0.5,1,1,2,1,2,2,0.5,90,2.2,135.5,132,105,132,105,30,5120,1250000,70,594,60
"Weavile",461,"Sharp Claw Pokémon","IV","Sinnoh",0,"Dark","Ice","Pressure"," Pickpocket",NA,NA,NA,NA,2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,70,1.1,34,120,65,45,85,125,5120,1059860,35,510,45
"Magnezone",462,"Magnet Area Pokémon","IV","Sinnoh",0,"Electric","Steel","Magnet Pull"," Sturdy"," Analytic",NA,NA,NA,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,70,1.2,180,70,115,130,90,60,5120,1000000,70,535,30
"Lickilicky",463,"Licking Pokémon","IV","Sinnoh",0,"Normal","None","Own Tempo"," Oblivious"," Cloud Nine",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,1.7,140,85,95,80,95,50,5120,1000000,70,515,30
"Rhyperior",464,"Drill Pokémon","IV","Sinnoh",0,"Ground","Rock","Lightningrod"," Solid Rock"," Reckless",NA,NA,NA,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,115,2.4,282.8,140,130,55,55,40,5120,1250000,70,535,30
"Tangrowth",465,"Vine Pokémon","IV","Sinnoh",0,"Grass","None","Chlorophyll"," Leaf Guard"," Regenerator",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,2,128.6,100,125,110,50,50,5120,1000000,70,535,30
"Electivire",466,"Thunderbolt Pokémon","IV","Sinnoh",0,"Electric","None","Motor Drive"," Vital Spirit",NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,1.8,138.6,123,67,95,85,95,6400,1000000,70,540,30
"Magmortar",467,"Blast Pokémon","IV","Sinnoh",0,"Fire","None","Flame Body"," Vital Spirit",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,1.6,68,95,67,125,95,83,6400,1000000,70,540,30
"Togekiss",468,"Jubilee Pokémon","IV","Sinnoh",0,"Fairy","Flying","Hustle"," Serene Grace"," Super Luck",NA,NA,NA,0.25,0.5,0,2,1,0.25,1,1,1,0.5,0,2,1,2,1,2,2,1,85,1.5,38,50,95,120,115,80,2560,800000,70,545,30
"Yanmega",469,"Ogre Darner Pokémon","IV","Sinnoh",0,"Bug","Flying","Speed Boost"," Tinted Lens"," Frisk",NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,86,1.9,51.5,76,86,116,56,95,5120,1000000,70,515,30
"Leafeon",470,"Verdant Pokémon","IV","Sinnoh",0,"Grass","None","Leaf Guard"," Chlorophyll",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,1,25.5,110,130,60,65,95,8960,1000000,35,525,45
"Glaceon",471,"Fresh Snow Pokémon","IV","Sinnoh",0,"Ice","None","Snow Cloak"," Ice Body",NA,NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,0.8,25.9,60,110,130,95,65,8960,1000000,35,525,45
"Gliscor",472,"Fang Scorp Pokémon","IV","Sinnoh",0,"Ground","Flying","Hyper Cutter"," Sand Veil"," Poison Heal",NA,NA,NA,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,75,2,42.5,95,125,45,75,95,5120,1059860,70,510,30
"Mamoswine",473,"Twin Tusk Pokémon","IV","Sinnoh",0,"Ice","Ground","Oblivious"," Snow Cloak"," Thick Fat",NA,NA,NA,1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,110,2.5,291,130,80,70,60,80,5120,1250000,70,530,50
"Porygon-Z",474,"Virtual Pokémon","IV","Sinnoh",0,"Normal","None","Adaptability"," Download"," Analytic",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,0.9,34,80,70,135,75,90,5120,1000000,70,535,30
"Gallade",475,"Blade Pokémon","IV","Sinnoh",0,"Psychic","Fighting","Steadfast"," Justified",NA,NA,NA,NA,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,68,1.6,52,165,95,65,115,110,5120,1250000,35,618,45
"Probopass",476,"Compass Pokémon","IV","Sinnoh",0,"Rock","Steel","Sturdy"," Magnet Pull"," Sand Force",NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,1.4,340,55,145,75,150,40,5120,1000000,70,525,60
"Dusknoir",477,"Gripper Pokémon","IV","Sinnoh",0,"Ghost","None","Pressure"," Frisk",NA,NA,NA,NA,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,2.2,106.6,100,135,65,135,45,6400,800000,35,525,45
"Froslass",478,"Snow Land Pokémon","IV","Sinnoh",0,"Ice","Ghost","Snow Cloak"," Cursed Body",NA,NA,NA,NA,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,70,1.3,26.6,80,70,80,70,110,5120,1000000,70,480,75
"Rotom",479,"Plasma Pokémon","IV","Sinnoh",0,"Electric","Ghost","Levitate",NA,NA,NA,NA,NA,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,50,0.3,0.3,65,107,105,107,86,5120,1000000,70,520,45
"Uxie",480,"Knowledge Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,0.3,0.3,75,130,75,130,95,20480,1250000,140,580,3
"Mesprit",481,"Emotion Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,80,0.3,0.3,105,105,105,105,80,20480,1250000,140,580,3
"Azelf",482,"Willpower Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,0.3,0.3,125,70,125,70,115,20480,1250000,140,580,3
"Dialga",483,"Temporal Pokémon","IV","Sinnoh",1,"Steel","Dragon","Pressure"," Telepathy",NA,NA,NA,NA,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,100,5.4,683,120,120,150,100,90,30720,1250000,0,680,3
